id_str,screen_name,created_at,latitude,longitude,text,,,
362523555,QuakesToday,Mon May 07 10:30:04 +0000 2018,19407,-155256,"2.1 magnitude #earthquake. 5 km from #Volcano, HI, United State",,,
493321524,Electric_Surfer,Mon May 07 10:20:30 +0000 2018,19.33586721, -155.21707535,💚 Is In The Air @ Surfers Saving Precious Eart,,,
362523555,QuakesToday,Mon May 07 10:15:05 +0000 2018,19241,-155341,"3.1 magnitude #earthquake. 15 km from Pāhala, HI, ##UnitedState",,,
2920049156,eq_map_es2,Mon May 07 10:14:17 +0000 2018,19.24, -155.34,"【ML3.1】ISLA DE HAWAII, HAWAII -1km 07/05/2018 10:07:40 UTC #Sismo #Terremoto(G)hQKt72fkyL (EMS",,,
1144740888,eq_map_ww2,Mon May 07 10:14:16 +0000 2018,19.24, -155.34,"【ML3.1】ISLAND OF HAWAII, HAWAII Depth -1km May 07, 2018 10:07:40 UTC (G)q4yhyqS6aU (EMS",,,
362523555,QuakesToday,Mon May 07 10:10:04 +0000 2018,19072,-155173,"2.2 magnitude #earthquake. 35 km from Pāhala, HI, #UnitedState",,,
35183515,sunshinejaxon,Mon May 07 09:58:56 +0000 2018,20.8818,-156467,"#eastmeetswest @ Kahului, Hawai",,,
362523555,QuakesToday,Mon May 07 09:50:04 +0000 2018,19413,-154906,"2.5 magnitude #earthquake. 6 km from Leilani Estates, HI, ##UnitedState",,,
362523555,QuakesToday,Mon May 07 09:50:04 +0000 2018,19384,-155245,"1.9 magnitude #earthquake. 7 km from Volcano, HI, #UnitedState",,,
362523555,QuakesToday,Mon May 07 09:40:04 +0000 2018,19254,-155337,"2.6 magnitude #earthquake. 16 km from Pāhala, HI, #UnitedState",,,
362523555,QuakesToday,Mon May 07 09:30:04 +0000 2018,19407,-155281,"2.3 magnitude #earthquake. 6 km from Volcano, HI, #UnitedState",,,
35183515,sunshinejaxon,Mon May 07 09:29:59 +0000 2018,20.8818,-156467,"#sideboobsunday @ Kahului, Hawai",,,
362523555,QuakesToday,Mon May 07 09:15:04 +0000 2018,19338,-154953,"1.9 magnitude #earthquake. 15 km from Leilani Estates, #HI, United State",,,
2388778615,kena_omalley,Mon May 07 09:02:46 +0000 2018,20.71255, -156.44364,laughing because I got burnt on the first day and had to write a paper @ A,,,
362523555,QuakesToday,Mon May 07 09:00:07 +0000 2018,19355,-155245,"2.3 magnitude #earthquake. 10 km from Volcano, HI, #UnitedState",,,
340583912,PineappleClan,Mon May 07 08:59:43 +0000 2018,21.13333333, -157.03333333,"DEADZONES:Yeah, I pay taxes, so much taxes, shit don't make senseWhere do",,,
76399443,PaddleHi,Mon May 07 08:58:06 +0000 2018,19.56666667, -155.5,G O I N G  P R O#mindsurf  starboardsup #miniwave #livethetikilife,,,
362523555,QuakesToday,Mon May 07 08:55:06 +0000 2018,19444,-154872,"1.9 magnitude #earthquake. 6 km from Leilani Estates, #HI, United State",,,
362523555,QuakesToday,Mon May 07 08:50:04 +0000 2018,19397,-155261,"2.9 magnitude #earthquake. 6 km from Volcano, HI, #UnitedState",,,
735388292,HawaiiStateGolf,Mon May 07 08:43:41 +0000 2018,20.9179979, -156.69132154,Congrats to Tiffany Chan from Hong Kong on qualifying for the U.S. Women's,,,
780723008,TsunamiiBravo,Mon May 07 08:39:21 +0000 2018,19.64188, -155.99315,A prayer for #hawaii The Light of God Surrounds You…Ka malamalama o Ke,,,
2920049156,eq_map_es2,Mon May 07 08:35:37 +0000 2018,19.44, -154.97,"【Ml3.2】REGION DE HAWAII, HAWAII 0km 07/05/2018 08:28:20 UTC #Sismo #Terremoto(G)txlMiv0geV (EMS",,,
1144740888,eq_map_ww2,Mon May 07 08:35:36 +0000 2018,19.44, -154.97,"【Ml3.2】HAWAII REGION, HAWAII Depth 0km May 07, 2018 08:28:20 UTC (G)M5NRQckWYt (EMS",,,
362523555,QuakesToday,Mon May 07 08:35:04 +0000 2018,19438,-154967,"3.2 magnitude #earthquake. 6 km from Leilani Estates, #HI, United State",,,
98078157,sensorpixel,Mon May 07 08:29:43 +0000 2018,20.6575,-156445,Have a wonderful start in a new week!A wonderful maui beach reception to,,,
20118175,Nicknack784,Mon May 07 08:25:14 +0000 2018,20.68081139, -156.44266279,Perfect ending to Day 1 with jacknealy. #maui,,,
362523555,QuakesToday,Mon May 07 08:20:06 +0000 2018,19385,-155255,"2.5 magnitude #earthquake. 7 km from #Volcano, HI, United State",,,
526121270,ShortiniPhotog,Mon May 07 08:11:00 +0000 2018,19.94138374, -155.86262757,"Champions Tennis circuit featuring legends Agassi, Sampras, McEnroe, Roddick,",,,
526121270,ShortiniPhotog,Mon May 07 08:10:12 +0000 2018,19.94138374, -155.86262757,"Champions Tennis circuit featuring legends Agassi, Sampras, McEnroe, Roddick,",,,
362523555,QuakesToday,Mon May 07 08:10:07 +0000 2018,19229, -155.38,"2.7 magnitude #earthquake. 11 km from Pāhala, #HI, United State",,,
526121270,ShortiniPhotog,Mon May 07 08:09:35 +0000 2018,19.94138374, -155.86262757,"Champions Tennis circuit featuring legends Agassi, Sampras, McEnroe, Roddick,",,,
526121270,ShortiniPhotog,Mon May 07 08:08:47 +0000 2018,19.94138374, -155.86262757,"Champions Tennis circuit featuring legends Agassi, Sampras, McEnroe, Roddick,",,,
526121270,ShortiniPhotog,Mon May 07 08:07:06 +0000 2018,19.94138374, -155.86262757,"Champions Tennis circuit featuring legends Agassi, Sampras, McEnroe, Roddick,",,,
21362404,Kurtkeller21,Mon May 07 08:06:20 +0000 2018,20.8868816, -156.4774079,"Not only being welcome with a lei around my neck, but also a ring around my",,,
362523555,QuakesToday,Mon May 07 08:05:03 +0000 2018,19401,-155266,"2.1 magnitude #earthquake. 6 km from Volcano, HI, #UnitedState",,,
21362404,Kurtkeller21,Mon May 07 08:00:12 +0000 2018,20.8868816, -156.4774079,"Not only being welcome with a lei around my neck, but with a ring around my",,,
285555348,RobertJohnCook,Mon May 07 07:57:00 +0000 2018,19.1076,-155767,"Cottage By The Sea &amp; Land, gotta watch... I7ANDw7DnK @",,,
362523555,QuakesToday,Mon May 07 07:45:06 +0000 2018,19394,-154942,"2.5 magnitude #earthquake. 9 km from Leilani Estates, #HI, United State",,,
72107145,djblastmaui,Mon May 07 07:41:18 +0000 2018,20.91636, -156.3804,June 2nd its my 3rd Annual Prince Tribute @charleysmaui #princetribute,,,
944132588,domi_knight,Mon May 07 07:37:52 +0000 2018,20.9107,-156376,"Honu &amp; Pōpoki @ Paia, Hawai",,,
362523555,QuakesToday,Mon May 07 07:25:04 +0000 2018,19381,-155245,"2.6 magnitude #earthquake. 7 km from Volcano, HI, #UnitedState",,,
735388292,HawaiiStateGolf,Mon May 07 07:15:08 +0000 2018,20.9179979, -156.69132154,Congrats to Sam Cyr and Chris Stutts on advancing to pj5jvHz4Vq Sectional,,,
362523555,QuakesToday,Mon May 07 07:15:05 +0000 2018,19189,-155466,"1.6 magnitude #earthquake. 2 km from Pāhala, #HI, United State",,,
362523555,QuakesToday,Mon May 07 07:10:05 +0000 2018,19335,-155167,"2.4 magnitude #earthquake. 14 km from Volcano, HI, #UnitedState",,,
362523555,QuakesToday,Mon May 07 07:10:04 +0000 2018,19414,-155258,"1.8 magnitude #earthquake. 4 km from Volcano, #HI, United State",,,
362523555,QuakesToday,Mon May 07 07:10:04 +0000 2018,19382,-155058,"2.1 magnitude #earthquake. 15 km from #FernAcres, HI, United State",,,
893280541,KrizkyV,Mon May 07 07:09:04 +0000 2018,19.64188, -155.99315,BOOM @ Hawaiian Island,,,
362523555,QuakesToday,Mon May 07 07:05:08 +0000 2018,19369,-155037,"2.7 magnitude #earthquake. 16 km from Fern Acres, #HI, United State",,,
362523555,QuakesToday,Mon May 07 07:05:08 +0000 2018,19409,-154891,"2.1 magnitude #earthquake. 7 km from Leilani Estates, #HI, United State",,,
176106184,Fioutiful,Mon May 07 07:01:24 +0000 2018,20.937426, -156.690079,Hiking to the beach in the Wild #jungle #forest #honoluabay #trees #maui,,,
362523555,QuakesToday,Mon May 07 07:00:06 +0000 2018,19404, -155.28,"2.6 magnitude #earthquake. 6 km from Volcano, HI, #UnitedState",,,
2360031362,TimeforYOUfit,Mon May 07 06:55:11 +0000 2018,20.894704, -156.48775,#POURACOLDONE Your #brewers take control of the #rays and have clinched a,,,
465058182,allkinecrossfit,Mon May 07 06:54:33 +0000 2018,20.90556, -156.48851,Encourage and raise them up to be strong and learn healthy habits.,,,
144576109,SkipRockDistill,Mon May 07 06:48:46 +0000 2018,20.93191238, -156.69241698,"Got Tiki AF today playing tourist on the beach. Yeah, it was pretty delicious",,,
362523555,QuakesToday,Mon May 07 06:45:05 +0000 2018,19395,-155275,"2.2 magnitude #earthquake. 7 km from Volcano, HI, #UnitedState",,,
14837934,richienorton,Mon May 07 06:43:29 +0000 2018,19.99806, -155.81602,Pray for Big Island.🙏🔥🤙🏾 #hawaii #volcano #volcanonationalpark @ The Big,,,
362523555,QuakesToday,Mon May 07 06:40:05 +0000 2018,19377,-155252,"2.3 magnitude #earthquake. 8 km from Volcano, #HI, United State",,,
362523555,QuakesToday,Mon May 07 06:40:05 +0000 2018,19373, -155.23,"1.9 magnitude #earthquake. 8 km from #Volcano, HI, United State",,,
362523555,QuakesToday,Mon May 07 06:35:04 +0000 2018,19398,-155278,"2.5 magnitude #earthquake. 7 km from Volcano, HI, ##UnitedState",,,
362523555,QuakesToday,Mon May 07 06:35:04 +0000 2018,19307,-155248,"2.7 magnitude #earthquake. 15 km from Volcano, HI, #UnitedState",,,
"9,27731674921632E+017",katiesellsmaui,Mon May 07 06:30:49 +0000 2018,20.692604, -156.442535,Best way to end a busy day 👌🏼 hope everyone had a great weekend! @ Andaz Maui,,,
362523555,QuakesToday,Mon May 07 06:30:05 +0000 2018,19302,-155357,"2.6 magnitude #earthquake. 17 km from #Pāhala, HI, United State",,,
362523555,QuakesToday,Mon May 07 06:30:05 +0000 2018,19378,-154988,"2.6 magnitude #earthquake. 13 km from #LeilaniEstates, HI, United State",,,
362523555,QuakesToday,Mon May 07 06:25:07 +0000 2018,19.38,-155248,"2.9 magnitude #earthquake. 7 km from Volcano, #HI, United State",,,
362523555,QuakesToday,Mon May 07 06:25:06 +0000 2018,19396,-155004,"2.4 magnitude #earthquake. 12 km from Leilani Estates, #HI, United State",,,
1500359862,Superfly8o8,Mon May 07 06:20:31 +0000 2018,20.8740427, -156.4580366,Yelp! Event! planetfitness @yelpmaui,,,
2751117794,byroncelebrant1,Mon May 07 06:17:35 +0000 2018,20.7591,-156457,Just taking it easy today and loving the spirit of Hawaii #thanksmaui,,,
362523555,QuakesToday,Mon May 07 06:15:09 +0000 2018,19382,-155255,"4.0 magnitude #earthquake. 7 km from #Volcano, HI, United State",,,
362523555,QuakesToday,Mon May 07 06:15:08 +0000 2018,19311,-155217,"1.7 magnitude #earthquake. 15 km from Volcano, #HI, United State",,,
2918152536,eq_map_es,Mon May 07 06:10:17 +0000 2018,19.381834, -155.2546692,"【M4.0】ISLA DE HAWAII, HAWAII -0.3km 07/05/2018 06:04:04 UTC #Sismo #Terremoto(G)90kjylM8cP (USG",,,
819503082,eq_map_ww,Mon May 07 06:10:16 +0000 2018,19.381834, -155.2546692,"M4.0 ISLAND OF HAWAII, HAWAII Depth -0.3km May 07, 2018 06:04:04 UTC, May 06, 2018 20:04:04 at epicente",,,
295531868,eq_map,Mon May 07 06:10:16 +0000 2018,19.381834, -155.2546692,"【M4.0】ISLAND OF HAWAII, HAWAII -0.3km 2018/05/07 15:04:04JST, 2018/05/07 06:04:04UTC(G)ZvcRkn2s6U (US",,,
362523555,QuakesToday,Mon May 07 06:10:05 +0000 2018,19351,-155239,"2.0 magnitude #earthquake. 10 km from #Volcano, HI, United State",,,
362523555,QuakesToday,Mon May 07 06:10:05 +0000 2018,19382,-155249,"3.9 magnitude #earthquake. 7 km from Volcano, #HI, United State",,,
2920049156,eq_map_es2,Mon May 07 06:09:37 +0000 2018,19.38, -155.25,"【Ml3.9】ISLA DE HAWAII, HAWAII 0km 07/05/2018 06:03:31 UTC #Sismo #Terremoto(G)k03RYz5aA5 (EMS",,,
1144740888,eq_map_ww2,Mon May 07 06:09:37 +0000 2018,19.38, -155.25,"【Ml3.9】ISLAND OF HAWAII, HAWAII Depth 0km May 07, 2018 06:03:31 UTC (G)UWKmaLHJ8A (EMS",,,
2340179010,JamesAntony_,Mon May 07 06:05:15 +0000 2018,20.9348,-156679,"When you don’t have any beach chairs. 🌅🌴#hawaii #maui #travel @ Kaanapali,",,,
362523555,QuakesToday,Mon May 07 06:00:06 +0000 2018,19349,-155271,"3.6 magnitude #earthquake. 11 km from #Volcano, HI, United State",,,
362523555,QuakesToday,Mon May 07 06:00:06 +0000 2018,19349,-155271,"3.6 magnitude #earthquake. 11 km from #Volcano, HI, United State",,,
2920049156,eq_map_es2,Mon May 07 05:57:37 +0000 2018,19.35, -155.27,"【Ml3.6】ISLA DE HAWAII, HAWAII -1km 07/05/2018 05:50:53 UTC #Sismo #Terremoto(G)6JeAveejFm (EMS",,,
1144740888,eq_map_ww2,Mon May 07 05:57:36 +0000 2018,19.35, -155.27,"【Ml3.6】ISLAND OF HAWAII, HAWAII Depth -1km May 07, 2018 05:50:53 UTC (G)mROq7A9tmh (EMS",,,
2169748033,awardmagic,Mon May 07 05:44:49 +0000 2018,20.9107,-156376,"Aloha, from the Aloha State. #travel #rainbow #thegoodlife #hawaii",,,
176130205,RoseLerner,Mon May 07 05:26:45 +0000 2018,20.9348,-156679,"Sunset! #honeymoonconfectionery @ Kaanapali, Hawai",,,
23015011,ekgeee,Mon May 07 05:17:26 +0000 2018,19.99474937, -155.82442103,A few more pictures of #Hawaii @ Hapuna Beach,,,
23015011,ekgeee,Mon May 07 05:17:26 +0000 2018,19.99474937, -155.82442103,A few more pictures of #Hawaii @ Hapuna Beach,,,
23015011,ekgeee,Mon May 07 05:14:29 +0000 2018,19.99474937, -155.82442103,Just a few of the pictures we’ve taken so far.,,,
58562147,talonreid,Mon May 07 05:06:56 +0000 2018,20.89861111, -156.43055556,Mahalo to my girl Madison for sending me back to LA with some laki maikaʻi!,,,
372669565,rollswithit808,Mon May 07 05:06:19 +0000 2018,19.8087484, -155.8405664,Pu’uwa’awa’a boyscouts camping trip this past weekend with my son! This was,,,
362001998,jaynedmc,Mon May 07 05:06:13 +0000 2018,19.9431, -155.79,"#hawaiian #sunset #whatabeautifulworld #bigislandlove @ Waikoloa, Hawai",,,
1500359862,Superfly8o8,Mon May 07 05:04:37 +0000 2018,20.8740427, -156.4580366,Yelp! Event. planetfitness @yelpmaui,,,
20082649,jammaquino,Mon May 07 04:42:07 +0000 2018,19.4735, -154.92,"#lava flows onto the pavement on Luana Street in Leilani Estates on Sunday,",,,
362523555,QuakesToday,Mon May 07 04:40:04 +0000 2018,19384,-155043,"1.9 magnitude #earthquake. 15 km from #FernAcres, HI, #UnitedState",,,
362523555,QuakesToday,Mon May 07 04:40:04 +0000 2018,19351,-154993,"2.7 magnitude #earthquake. 15 km from Leilani Estates, HI, #UnitedState",,,
1894396488,iputdalexinflex,Mon May 07 04:40:00 +0000 2018,20.7237706, -156.4475995,Recovering from yesterday's Shenanigans #bullymom #luckywelivehawaii @,,,
362523555,QuakesToday,Mon May 07 04:30:05 +0000 2018,19404,-155266,"2.6 magnitude #earthquake. 5 km from Volcano, HI, #UnitedState",,,
362523555,QuakesToday,Mon May 07 04:30:05 +0000 2018,19403,-155282,"2.4 magnitude #earthquake. 7 km from #Volcano, HI, United State",,,
176130205,RoseLerner,Mon May 07 04:28:17 +0000 2018,20.9348,-156679,"This koi is ready for her close up #honeymoonconfectionery @ Kaanapali, Hawai",,,
47749806,senshine,Mon May 07 04:27:45 +0000 2018,20.69245901, -156.44325384,"I'm at Morimoto Maui in Kula, H",,,
2379070652,tiedyehobo,Mon May 07 04:26:54 +0000 2018,19.52575, -155.92358,guess what time it is...DPFfGz1n6D Hawaii#tiedyehobo #tiedye #hippie,,,
362523555,QuakesToday,Mon May 07 04:20:05 +0000 2018,19341,-155114,"2.8 magnitude #earthquake. 17 km from #Volcano, HI, United State",,,
268352653,MaliaInMotion,Mon May 07 04:17:43 +0000 2018,20.83208576, -156.27532174,"Rain or shine, Sunday mornings on the trails with my @mauirunco ohana leave",,,
362523555,QuakesToday,Mon May 07 04:15:03 +0000 2018,19239,-155309,"1.9 magnitude #earthquake. 18 km from Pāhala, #HI, United State",,,
46746174,davidyanez,Mon May 07 04:14:23 +0000 2018,19.13664, -155.50421,Enjoying #hawaii #thebigisland after two days #healing services.,,,
25161969,ShaneDoesLA,Mon May 07 04:14:21 +0000 2018,20.7170707, -156.446438,: turns out the nude beach is Shane3.0’s happy place. Richard Hatch knew what,,,
25859302,sdbrady,Mon May 07 04:12:29 +0000 2018,19.9240327, -155.88749886,One of the greats in our world. Ann Houghteling 😍😎😎🏖 @ Hilton Waikoloa Villag,,,
916221392,antonioagosto,Mon May 07 04:05:31 +0000 2018,20.89359649, -156.48022599,"I had a dope weekend with the tantriqhawaii family, capturing Maui’s",,,
2360031362,TimeforYOUfit,Mon May 07 04:02:54 +0000 2018,20.894704, -156.48775,Baseball under the lights #123beer #mauiadultbaseballleague,,,
362523555,QuakesToday,Mon May 07 04:00:07 +0000 2018,19398,-155265,"1.8 magnitude #earthquake. 6 km from Volcano, HI, #UnitedState",,,
362523555,QuakesToday,Mon May 07 04:00:06 +0000 2018,19407,-155282,"2.4 magnitude #earthquake. 6 km from Volcano, #HI, United State",,,
56950776,selphie6999,Mon May 07 03:57:40 +0000 2018,20.83437087, -156.33394482,I'm at Chevron in H,,,
140547354,LisRomeritox,Mon May 07 03:45:06 +0000 2018,19.64188, -155.99315,😱😱😱#Repost @aguilanoticiasv with get_repost・・・Impresionantes imágenes de la,,,
362523555,QuakesToday,Mon May 07 03:45:03 +0000 2018,19321,-155195,"1.9 magnitude #earthquake. 14 km from #Volcano, HI, United State",,,
56950776,selphie6999,Mon May 07 03:41:38 +0000 2018,20.83768631, -156.34214502,"I'm at Majestic Laundry &amp; Dry Cleaning in Pukalani, H",,,
56950776,selphie6999,Mon May 07 03:40:23 +0000 2018,20.837929, -156.3419,"I'm at Farmacy Health Bar and Grill - @farmacyhealthbg in Makawao, H",,,
56950776,selphie6999,Mon May 07 03:39:48 +0000 2018,20.83800348, -156.34216626,"I'm at US Post Office in Pukalani, H",,,
56950776,selphie6999,Mon May 07 03:39:18 +0000 2018,20.8386587, -156.34147021,"I'm at @AceHardware in Makawao, H",,,
56950776,selphie6999,Mon May 07 03:38:50 +0000 2018,20.83834197, -156.34174273,"I'm at Subway in Makawao, H",,,
56950776,selphie6999,Mon May 07 03:38:15 +0000 2018,20.83823786, -156.34187187,"I'm at WeiWei BBQ in Makawao, H",,,
140547354,LisRomeritox,Mon May 07 03:38:13 +0000 2018,19.64188, -155.99315,😱🔥 Esta Vaina me Apasiona la Naturaleza es Uff  #Repost @247digitalweb with,,,
56950776,selphie6999,Mon May 07 03:37:49 +0000 2018,20.83839592, -156.34171191,"I'm at American Savings Bank in Pukalani, H",,,
"8,14915059629441E+017",Hazards_Network,Mon May 07 03:30:04 +0000 2018,19.3278332, -155.1941681,"Monday-January-2018::15:14: An earthquake of magnitude 3.000000 shook 12km SSE of Volcano, Hawaii at a depth of 2.0",,,
22873458,tmj_hi_nursing,Mon May 07 03:24:53 +0000 2018,19.5208333, -155.9225,We're #hiring! Read about our latest #job opening here: Travel RN Psychiatric - Mental Health -,,,
28625882,tmj_mau_retail,Mon May 07 03:24:47 +0000 2018,20.8864141, -156.684167,"Join the CVS Health team! See our latest #job opening here: zJq5h8Ayah #Retail #Lahaina, HI #Hirin",,,
140547354,LisRomeritox,Mon May 07 03:22:41 +0000 2018,19.64188, -155.99315,😱 La Naturaleza es INCREÍBLE 😱😱😱 🔥🔥🔥⚫️#Repost univision with,,,
362523555,QuakesToday,Mon May 07 03:20:04 +0000 2018,19361,-155008,"2.3 magnitude #earthquake. 15 km from Leilani Estates, #HI, United State",,,
63664352,KalenaLangford,Mon May 07 03:20:04 +0000 2018,19.65,-155994,"Super love these two + so happy they are mine 💙 @ Kailua-Kona, Hawai",,,
20118175,Nicknack784,Mon May 07 03:16:58 +0000 2018,20.68081139, -156.44266279,We made it. Officially on vacation. And the sun,,,
606525786,namasteonmaui,Mon May 07 03:16:27 +0000 2018,20.9167, -156.69526,Be smart out there 😬 @ Marriott's Maui Ocean Clu,,,
23034696,jodosrice,Mon May 07 03:15:40 +0000 2018,20.9559,-156686,Drinking a Kanaha Blonde Ale by @KonaBrewingCo @ Pikake — axZq2,,,
20082649,jammaquino,Mon May 07 03:15:06 +0000 2018,19.4735, -154.92,"Leilani Estates residents Elizabeth Kerekgyarto, right, and Lucina Aquilina",,,
37758023,FSLanai,Mon May 07 03:11:37 +0000 2018,20.74024162, -156.89549446,Sundays are for sake on Lanai! Sip on different @moalsinc sakes as you learn,,,
362523555,QuakesToday,Mon May 07 03:05:13 +0000 2018,19388,-154956,"2.6 magnitude #earthquake. 10 km from #LeilaniEstates, HI, United State",,,
71968934,tmj_HI_cstsrv,Mon May 07 03:00:00 +0000 2018,20.6802785, -156.4420269,"Want to work in #Wailea, HI? View our latest opening: 4MY0qP8rIv #CustomerService #Job #Jobs #Hirin",,,
362523555,QuakesToday,Mon May 07 02:55:04 +0000 2018,19416,-155217,"1.7 magnitude #earthquake. 3 km from Volcano, #HI, United State",,,
84197296,soniafarooq,Mon May 07 02:54:55 +0000 2018,19.4205571, -155.2891501,Thank God Kilauea waited for us to leave before it exploded! 🌋What an,,,
340583912,PineappleClan,Mon May 07 02:54:40 +0000 2018,19.7261635, -155.086633,REVENGE OF THE SIXTH.From a land far far away.#maytheforcebewithyou,,,
21226961,Mr2theP,Mon May 07 02:50:53 +0000 2018,20.9175, -156.32583333,"Smoke smoke smoke kev_stylemedia @darrenvegas #islandfever 🅿️🌴👁 @ Haiku, Hawai",,,
3579470353,Kitchen_Daoist,Mon May 07 02:50:23 +0000 2018,19.99806, -155.81602,Kohala Sunset: chilled #rum cocktail served #hawaiian style. Click on the,,,
362523555,QuakesToday,Mon May 07 02:40:04 +0000 2018,19324,-155184,"2.8 magnitude #earthquake. 14 km from Volcano, #HI, United State",,,
362523555,QuakesToday,Mon May 07 02:35:04 +0000 2018,19315,-155188,"2.1 magnitude #earthquake. 15 km from Volcano, HI, #UnitedState",,,
188749336,u_nagi2356,Mon May 07 02:31:17 +0000 2018,19.73549893, -156.04078617,"I'm at コナ国際空港 in Kailua-Kona, H",,,
1855154000,etk_143,Mon May 07 02:23:36 +0000 2018,19.5833,-155969,Kyra's henna. Thanks to hennaheart_hawaii it came,,,
40012546,AdrianNBCLA,Mon May 07 02:20:55 +0000 2018,20.6575,-156445,"Feeling grateful as another weekend comes to an end. Thankful for family,",,,
14466397,MauiBenjamin,Mon May 07 02:20:03 +0000 2018,20.91404311, -156.32278919,"Maui Kombucha &amp; Sushi rainy day in Haiku, Dad &amp; Daughter Sunday 🤙🏽",,,
362523555,QuakesToday,Mon May 07 02:15:04 +0000 2018,19423,-154874,"2.5 magnitude #earthquake. 7 km from Leilani Estates, #HI, United State",,,
362523555,QuakesToday,Mon May 07 02:10:04 +0000 2018,19.38,-154962,"2.4 magnitude #earthquake. 11 km from Leilani Estates, #HI, United State",,,
362523555,QuakesToday,Mon May 07 02:10:04 +0000 2018,19325,-155187,"2.1 magnitude #earthquake. 14 km from Volcano, #HI, United State",,,
59911545,tmj_hi_retail,Mon May 07 02:07:07 +0000 2018,19.7143408, -155.096592,"Can you recommend anyone for this #job? Store Team Member - 7YakLyuaHP #Retail #Hilo, HI #Hirin",,,
78695524,JoshMarburger,Mon May 07 02:04:14 +0000 2018,20.89361111, -156.48444444,Rad air kaika.milanio islandlifeskateboardsmaui @hitechsurf @JoshMarburger,,,
337884631,HiloHawaii_,Mon May 07 02:01:06 +0000 2018,19.6686, -155.3062,Hilo HI Sun May 6th PM Forecast: TONIGHT Hazy,,,
78695524,JoshMarburger,Mon May 07 01:57:25 +0000 2018,20.89361111, -156.48444444,Stoked to partner with great people for @JoshMarburger action. Lots of,,,
184891549,bram_laenen,Mon May 07 01:56:43 +0000 2018,19.866667, -155.95,Life’s a beach! Crazy weather here on Big Island. From this morning till now,,,
56950776,selphie6999,Mon May 07 01:54:48 +0000 2018,20.88840968, -156.4634496,"I'm at @Safeway in Kahului, H",,,
23539364,tmj_mau_health,Mon May 07 01:53:34 +0000 2018,20.7644275, -156.4450063,We're #hiring! Read about our latest #job opening here: Family Practitioner - Locums - Kihei Hawaii -,,,
71968934,tmj_HI_cstsrv,Mon May 07 01:52:55 +0000 2018,20.6802785, -156.4420269,Join the Four Seasons Resort Maui at Wailea team! See our latest #job opening here: 5pbVNNXAtv,,,
21444798,CAMILMUSIC,Mon May 07 01:46:38 +0000 2018,19.64188, -155.99315,Just like #Life #Real is what you make it #Real is not just #negativity,,,
249924919,hall476,Mon May 07 01:43:21 +0000 2018,19.95134158, -155.86034511,A lazy afternoon... #hawaii #bigisland #fairmontorchid @hall476 @ Fairmont,,,
3048544857,googuns_lulz,Mon May 07 01:32:00 +0000 2018,18.34947164, -152.08868725,83801f21a843c9ce20b116cb679c42c125489e9c525f4f5339313545058027fbd5d6e5dbca2c486d06aecb9738a905867b05212c052b857ac92,,,
362523555,QuakesToday,Mon May 07 01:30:04 +0000 2018,19.33,-155127,"1.8 magnitude #earthquake. 17 km from #Volcano, HI, United State",,,
241679357,DamienAwai,Mon May 07 01:27:48 +0000 2018,20.94450248, -156.69169494,Wait for it... wait for it. Pretty soon #sunset time #vibe with,,,
56431420,freealyssa,Mon May 07 01:17:46 +0000 2018,19.5833,-155969,"The colors and mountains and clouds of Oahu, for your viewing pleasure @",,,
"7,67585401787724E+017",Poggenpohl_HI,Mon May 07 01:12:57 +0000 2018,20.7591,-156457,Checking out this amazing oceanfront #maui condo we designed several years,,,
362523555,QuakesToday,Mon May 07 01:05:06 +0000 2018,19336,-155104,"1.8 magnitude #earthquake. 18 km from #Volcano, HI, United State",,,
22873458,tmj_hi_nursing,Mon May 07 01:02:59 +0000 2018,19.7297222, -155.09,"See our latest #Hilo, HI #job and click to apply: Travel Med Surg Registered Nurse RN - GLFqtaKc01 #Nursing #Hirin",,,
59911545,tmj_hi_retail,Mon May 07 01:01:08 +0000 2018,20.0215973, -155.6733583,"We're #hiring! Click to apply: Store Team Member - q8agG9vnQt #Retail #Waimea, HI #Job #Job",,,
28625882,tmj_mau_retail,Mon May 07 01:00:28 +0000 2018,20.7508939, -156.4549854,"Want to work at CVS Health? We're #hiring in #Kihei, HI! Click for details: rLUQrCxpDU #Retail #Job #Job",,,
467851995,Maverick_Events,Mon May 07 00:53:18 +0000 2018,19.9240327, -155.88749886,Another productive day with Team Maverick! @Maverick_Events maverickevents,,,
28766392,WestCstStruttin,Mon May 07 00:47:49 +0000 2018,20.87522, -156.67924,"Shave Ice - Mango, Lychee &amp; Guava w Li Hing Mui Reduction Drizzle over",,,
71968934,tmj_HI_cstsrv,Mon May 07 00:45:46 +0000 2018,20.8893351, -156.4729469,"Interested in a #job in #Kahului, HI? This could be a great fit: SfwOihrpcj #CustomerService #Hirin",,,
362523555,QuakesToday,Mon May 07 00:45:05 +0000 2018,19381,-154827,"2.1 magnitude #earthquake. 14 km from #LeilaniEstates, HI, United State",,,
13335,BillAdams,Mon May 07 00:43:31 +0000 2018,19.41,-155286,"On the edge of Halema'uma'u crater, the Kalaimoku (advisor to the King) makes",,,
30883871,wubbi,Mon May 07 00:40:02 +0000 2018,19.56666667, -155.5,Mauna Loa letting some steam out. @ Hawaii (island,,,
