text
😍🌺🌹🌷💐🌸🌼🌻🌞☀️ (@ Hawaii
"We made it! (@ Mama's Fish House in Paia, HI w/ @ms_sarahlai"
I'm at hawaii big island in HI qIhryHDKJ
I'm at Hamakua Coast in H
I'm at Middle Road in HI UrCqvv5eQ
I'm at Hawai
#NewProfilePic #IBeenOn #ChunL
"I'm at Kahului Airport in Kahului, H"
Don't go chasing waterfalls #Hawaii #bigislan
"I'm at Nuka in Haiku, HI w/ @ms_sarahla"
"Homeward bound! I’m soooooo tired. (@ Kahului Airport in Kahului, HI"
"Yum! (@ Maui Brewing Company Tasting Room in Kihei, HI w/ @ms_sarahlai"
"Yum! (@ Maui Brewing Company Tasting Room in Kihei, HI w/ @ms_sarahlai"
"CDRP spent a week on Hawaii working the volcano with CRASAR (@crasar). Lots of good lessons learned, and proud to r"
"Saying goodbye to my friends. Until next year, honu...🐢 (@ Ho'okipa Lookout in Paia, HI w/ @mikeduman)"
"Interesting stumble upon. (@ Old Maui High School in Paia, HI) sUO7AdUMx"
"I'm at Queen K Mall Playground in Kahului, H"
"I'm at Macy's Men's, Children's, Home in Kahului, H"
